,byr,race,interval,vmn1,vsd1,vnu1,vnms1,vfin1,year,ctr1,type,ltax,xltax
14494,52,1,41,10633.15,10646.45,234,5.0,0.265,80,20,TOTAL,0.073,0.0
14495,52,1,42,10529.87,10049.37,247,3.0,0.279,80,20,TOTAL,0.057,0.0
14496,52,1,43,10566.83,11094.54,242,5.0,0.289,80,20,TOTAL,0.103,0.0
14497,52,1,44,10434.56,11525.37,268,3.0,0.272,80,20,TOTAL,0.097,0.0
14498,52,1,45,10929.19,10191.79,234,0.0,0.214,80,20,TOTAL,0.085,0.0
14499,52,1,46,9528.17,9316.98,312,4.0,0.263,80,20,TOTAL,0.045,0.0
14500,52,1,47,10130.21,9818.49,258,3.0,0.298,80,20,TOTAL,0.054,0.0
14501,52,1,48,10396.7,9625.48,193,5.0,0.249,80,20,TOTAL,0.052,0.0
14502,52,1,49,9477.89,8513.42,226,1.5,0.243,80,20,TOTAL,0.022,0.0
14503,52,1,50,9215.16,9092.8,212,4.0,0.283,80,20,TOTAL,0.038,0.0
14504,52,1,51,10664.1,10251.31,256,6.0,0.273,80,20,TOTAL,0.063,0.0
14505,52,1,52,10985.88,12100.39,238,5.0,0.256,80,20,TOTAL,0.076,0.0
14506,52,1,53,10591.59,9774.58,234,5.0,0.209,80,20,TOTAL,0.081,0.0
14507,52,1,54,11563.94,11024.55,246,1.5,0.228,80,20,TOTAL,0.093,0.0
14508,52,1,55,10265.7,10229.79,185,1.5,0.259,80,20,TOTAL,0.092,0.0
14509,52,1,56,10816.23,10707.0,222,6.0,0.27,80,20,TOTAL,0.081,0.0
14510,52,1,57,10227.75,10064.19,244,4.0,0.279,80,20,TOTAL,0.066,0.0
14511,52,1,58,12657.02,48370.54,250,6.0,0.304,80,20,TOTAL,0.068,0.0
14512,52,1,59,10568.45,10464.2,238,4.0,0.256,80,20,TOTAL,0.076,0.0
14513,52,1,60,9347.36,9176.39,177,1.5,0.282,80,20,TOTAL,0.045,0.0
14514,52,1,61,10093.13,9113.59,240,5.0,0.25,80,20,TOTAL,0.05,0.0
14515,52,1,62,10544.32,10551.0,262,4.0,0.256,80,20,TOTAL,0.076,0.0
14516,52,1,63,10908.28,9406.22,251,9.0,0.199,80,20,TOTAL,0.076,0.0
14517,52,1,64,10738.65,12385.12,243,3.0,0.251,80,20,TOTAL,0.058,0.0
14518,52,1,65,11290.35,11447.08,270,3.0,0.281,80,20,TOTAL,0.089,0.0
14519,52,1,66,8532.28,8996.43,205,7.0,0.327,80,20,TOTAL,0.054,0.0
14520,52,1,67,11097.13,9779.15,290,1.5,0.217,80,20,TOTAL,0.076,0.0
14521,52,1,68,10615.16,11431.85,237,1.5,0.274,80,20,TOTAL,0.105,0.0
14522,52,1,69,9876.58,10231.47,231,3.0,0.277,80,20,TOTAL,0.061,0.0
14523,52,1,70,9635.45,9351.34,242,3.0,0.281,80,20,TOTAL,0.037,0.0
14524,52,1,71,11648.77,12329.8,246,3.0,0.272,80,20,TOTAL,0.085,0.0
14525,52,1,72,9550.86,9303.33,235,4.0,0.285,80,20,TOTAL,0.072,0.0
14526,52,1,73,8758.66,9798.03,250,9.0,0.296,80,20,TOTAL,0.06,0.0
14527,52,1,1,10710.48,10093.91,252,6.0,0.27,81,22,TOTAL,0.036,0.0
14528,52,1,2,12090.5,13043.48,230,5.0,0.257,81,22,TOTAL,0.07,0.0
14529,52,1,3,11829.59,11994.86,241,0.0,0.245,81,22,TOTAL,0.087,0.0
14530,52,1,4,11747.52,10041.81,235,5.0,0.221,81,22,TOTAL,0.047,0.0
14531,52,1,5,12712.28,11491.91,213,4.0,0.225,81,22,TOTAL,0.056,0.0
14532,52,1,6,10851.63,11000.79,211,5.0,0.284,81,22,TOTAL,0.057,0.0
14533,52,1,7,12119.49,11959.95,261,5.0,0.272,81,22,TOTAL,0.069,0.0
14534,52,1,8,10995.3,11184.8,250,3.0,0.308,81,22,TOTAL,0.056,0.0
14535,52,1,9,10879.78,10382.41,235,4.0,0.26,81,22,TOTAL,0.055,0.0
14536,52,1,10,11423.58,11049.02,236,1.5,0.314,81,22,TOTAL,0.055,0.0
14537,52,1,11,10611.1,10147.51,235,3.0,0.281,81,22,TOTAL,0.03,0.0
14538,52,1,12,12113.47,10135.87,233,7.0,0.215,81,22,TOTAL,0.047,0.0
14539,52,1,13,11108.17,13155.04,241,6.0,0.303,81,22,TOTAL,0.066,0.0
14540,52,1,14,11444.74,11632.67,251,3.0,0.275,81,22,TOTAL,0.068,0.0
14541,52,1,15,11878.55,10689.05,231,3.0,0.234,81,22,TOTAL,0.052,0.0
14542,52,1,16,10310.56,10196.42,244,3.0,0.299,81,22,TOTAL,0.037,0.0
14543,52,1,17,12570.56,11691.02,260,6.0,0.231,81,22,TOTAL,0.062,0.0
14544,52,1,18,12380.64,10430.19,252,1.5,0.21,81,22,TOTAL,0.06,0.0
14545,52,1,19,11703.35,11037.31,245,5.0,0.278,81,22,TOTAL,0.049,0.0
14546,52,1,20,10886.18,10135.12,244,4.0,0.311,81,22,TOTAL,0.049,0.0
14547,52,1,21,11009.76,11357.19,216,1.5,0.292,81,22,TOTAL,0.06,0.0
14548,52,1,22,11581.25,10546.41,209,3.0,0.254,81,22,TOTAL,0.067,0.0
14549,52,1,23,11341.85,11493.85,239,5.0,0.301,81,22,TOTAL,0.059,0.0
14550,52,1,24,11472.01,11010.31,220,7.0,0.277,81,22,TOTAL,0.055,0.0
14551,52,1,25,10727.6,10648.94,243,1.5,0.288,81,22,TOTAL,0.053,0.0
14552,52,1,26,12337.4,11198.25,248,1.5,0.234,81,22,TOTAL,0.065,0.0
14553,52,1,27,12191.65,12021.7,253,3.0,0.257,81,22,TOTAL,0.079,0.0
14554,52,1,28,11934.03,11165.95,238,3.0,0.282,81,22,TOTAL,0.042,0.0
14555,52,1,29,11411.58,10042.66,276,4.0,0.214,81,22,TOTAL,0.04,0.0
14556,52,1,30,11454.66,11276.74,274,5.0,0.288,81,22,TOTAL,0.062,0.0
14557,52,1,31,11860.92,11034.36,241,3.0,0.249,81,22,TOTAL,0.062,0.0
14558,52,1,32,11138.67,10724.78,231,1.5,0.268,81,22,TOTAL,0.056,0.0
14559,52,1,33,12410.63,11369.71,215,1.5,0.274,81,22,TOTAL,0.07,0.0
14560,52,1,34,11612.03,12022.41,258,5.0,0.26,81,22,TOTAL,0.062,0.0
14561,52,1,35,11365.43,11713.68,208,5.0,0.269,81,22,TOTAL,0.038,0.0
14562,52,1,36,10697.42,10861.01,242,4.0,0.302,81,22,TOTAL,0.058,0.0
14563,52,1,37,11536.89,11001.34,206,4.0,0.286,81,22,TOTAL,0.058,0.0
14564,52,1,38,11696.96,11920.77,238,3.0,0.29,81,22,TOTAL,0.067,0.0
14565,52,1,39,11954.42,14664.12,226,9.0,0.319,81,22,TOTAL,0.093,0.0
14566,52,1,40,12335.45,11537.21,244,4.0,0.225,81,22,TOTAL,0.061,0.0
14567,52,1,41,11716.1,12734.42,234,5.0,0.295,81,22,TOTAL,0.081,0.0
14568,52,1,42,12407.4,11698.36,246,4.0,0.297,81,22,TOTAL,0.061,0.0
14569,52,1,43,11591.27,11291.64,242,5.0,0.31,81,22,TOTAL,0.062,0.0
14570,52,1,44,12252.72,15734.28,268,3.0,0.276,81,22,TOTAL,0.067,0.0
14571,52,1,45,13198.2,12216.41,233,1.5,0.206,81,22,TOTAL,0.094,0.0
14572,52,1,46,10840.05,10280.96,311,5.0,0.283,81,22,TOTAL,0.048,0.0
14573,52,1,47,12044.53,11211.1,258,3.0,0.256,81,22,TOTAL,0.05,0.0
14574,52,1,48,11901.33,11316.19,192,6.0,0.255,81,22,TOTAL,0.073,0.0
14575,52,1,49,11202.71,9814.88,226,1.5,0.261,81,22,TOTAL,0.035,0.0
14576,52,1,50,11034.55,10921.94,212,4.0,0.297,81,22,TOTAL,0.061,0.0
14577,52,1,51,12330.09,11601.61,256,6.0,0.273,81,22,TOTAL,0.07,0.0
14578,52,1,52,11729.1,13832.98,238,5.0,0.294,81,22,TOTAL,0.067,0.0
14579,52,1,53,12258.19,11437.06,233,6.0,0.24,81,22,TOTAL,0.082,0.0
14580,52,1,54,13853.4,12771.45,246,1.5,0.228,81,22,TOTAL,0.065,0.0
14581,52,1,55,11545.88,11590.2,185,1.5,0.286,81,22,TOTAL,0.097,0.0
14582,52,1,56,12806.42,11325.04,222,6.0,0.257,81,22,TOTAL,0.068,0.0
14583,52,1,57,11569.3,11118.68,244,4.0,0.291,81,22,TOTAL,0.07,0.0
14584,52,1,58,11041.37,11042.04,248,8.0,0.258,81,22,TOTAL,0.073,0.0
14585,52,1,59,12001.18,12434.4,238,4.0,0.286,81,22,TOTAL,0.071,0.0
14586,52,1,60,10424.23,10457.62,177,1.5,0.282,81,22,TOTAL,0.045,0.0
14587,52,1,61,11263.3,10782.29,239,6.0,0.234,81,22,TOTAL,0.054,0.0
14588,52,1,62,12564.32,12506.25,262,4.0,0.252,81,22,TOTAL,0.057,0.0
14589,52,1,63,12182.71,11148.82,251,9.0,0.219,81,22,TOTAL,0.072,0.0
14590,52,1,64,12121.53,14426.48,243,3.0,0.28,81,22,TOTAL,0.078,0.0
14591,52,1,65,13059.74,13304.71,270,3.0,0.278,81,22,TOTAL,0.089,0.0
14592,52,1,66,9658.78,10764.79,205,7.0,0.307,81,22,TOTAL,0.059,0.0
14593,52,1,67,12459.46,11557.04,289,3.0,0.242,81,22,TOTAL,0.069,0.0
14594,52,1,68,12263.58,12588.35,237,1.5,0.278,81,22,TOTAL,0.084,0.0
14595,52,1,69,11916.83,10922.78,231,3.0,0.268,81,22,TOTAL,0.043,0.0
14596,52,1,70,10403.66,10746.31,242,3.0,0.273,81,22,TOTAL,0.037,0.0
14597,52,1,71,13624.97,13553.81,246,3.0,0.22,81,22,TOTAL,0.081,0.0
14598,52,1,72,10776.41,10547.16,235,4.0,0.277,81,22,TOTAL,0.055,0.0
14599,52,1,73,10791.98,12579.45,250,9.0,0.308,81,22,TOTAL,0.068,0.0
14600,52,1,1,11959.53,10942.19,252,6.0,0.266,82,24,TOTAL,0.044,0.0
14601,52,1,2,12256.1,13616.62,230,5.0,0.287,82,24,TOTAL,0.043,0.0
14602,52,1,3,13062.51,12571.72,241,0.0,0.257,82,24,TOTAL,0.083,0.0
14603,52,1,4,12411.5,10874.25,235,5.0,0.251,82,24,TOTAL,0.03,0.0
14604,52,1,5,12759.01,11530.64,213,4.0,0.286,82,24,TOTAL,0.047,0.0
14605,52,1,6,11696.59,13069.35,210,6.0,0.305,82,24,TOTAL,0.057,0.0
14606,52,1,7,12868.56,12673.67,261,5.0,0.276,82,24,TOTAL,0.065,0.0
14607,52,1,8,11830.5,12474.81,250,3.0,0.352,82,24,TOTAL,0.056,0.0
14608,52,1,9,11858.48,11540.29,235,4.0,0.272,82,24,TOTAL,0.06,0.0
14609,52,1,10,12109.78,12420.18,236,1.5,0.305,82,24,TOTAL,0.076,0.0
14610,52,1,11,11604.01,11140.21,235,3.0,0.264,82,24,TOTAL,0.055,0.0
14611,52,1,12,12939.64,11627.09,232,8.0,0.211,82,24,TOTAL,0.047,0.0
14612,52,1,13,10814.95,11671.85,241,6.0,0.336,82,24,TOTAL,0.058,0.0
14613,52,1,14,11056.42,12110.17,251,3.0,0.343,82,24,TOTAL,0.052,0.0
14614,52,1,15,12770.47,11961.87,231,3.0,0.229,82,24,TOTAL,0.056,0.0
14615,52,1,16,11819.05,11429.09,244,3.0,0.295,82,24,TOTAL,0.07,0.0
14616,52,1,17,14075.51,12949.22,260,6.0,0.212,82,24,TOTAL,0.073,0.0
14617,52,1,18,13075.68,12109.6,251,3.0,0.263,82,24,TOTAL,0.08,0.0
14618,52,1,19,12803.48,12728.91,245,5.0,0.29,82,24,TOTAL,0.057,0.0
14619,52,1,20,12678.13,12394.95,244,4.0,0.254,82,24,TOTAL,0.053,0.0
14620,52,1,21,11656.99,12130.72,215,3.0,0.293,82,24,TOTAL,0.051,0.0
14621,52,1,22,12156.99,11515.98,209,3.0,0.268,82,24,TOTAL,0.062,0.0
14622,52,1,23,12363.31,12047.77,239,5.0,0.301,82,24,TOTAL,0.067,0.0
14623,52,1,24,12795.7,11863.81,220,7.0,0.268,82,24,TOTAL,0.064,0.0
14624,52,1,25,11424.4,11645.6,243,1.5,0.305,82,24,TOTAL,0.049,0.0
14625,52,1,26,13515.83,13351.41,247,1.5,0.247,82,24,TOTAL,0.065,0.0
14626,52,1,27,13158.04,13728.17,253,3.0,0.265,82,24,TOTAL,0.083,0.0
14627,52,1,28,12927.75,12572.7,238,3.0,0.273,82,24,TOTAL,0.059,0.0
14628,52,1,29,12582.1,12192.97,276,4.0,0.228,82,24,TOTAL,0.051,0.0
14629,52,1,30,12181.84,12355.88,274,5.0,0.285,82,24,TOTAL,0.055,0.0
14630,52,1,31,12659.66,12681.68,241,3.0,0.27,82,24,TOTAL,0.066,0.0
14631,52,1,32,11746.56,11257.2,230,1.5,0.278,82,24,TOTAL,0.035,0.0
14632,52,1,33,12965.7,11636.66,215,1.5,0.256,82,24,TOTAL,0.042,0.0
14633,52,1,34,12282.45,12412.16,258,5.0,0.279,82,24,TOTAL,0.074,0.0
14634,52,1,35,13003.28,22248.8,208,5.0,0.298,82,24,TOTAL,0.053,0.005
14635,52,1,36,11353.94,11865.98,242,4.0,0.318,82,24,TOTAL,0.054,0.0
14636,52,1,37,12578.66,11806.09,206,4.0,0.316,82,24,TOTAL,0.078,0.0
14637,52,1,38,12081.33,12423.6,238,3.0,0.286,82,24,TOTAL,0.067,0.0
14638,52,1,39,13434.32,15478.76,225,10.0,0.32,82,24,TOTAL,0.093,0.0
14639,52,1,40,14120.74,12919.72,243,5.0,0.218,82,24,TOTAL,0.07,0.0
14640,52,1,41,12807.65,13293.31,234,5.0,0.291,82,24,TOTAL,0.073,0.0
14641,52,1,42,13047.21,12724.72,246,4.0,0.276,82,24,TOTAL,0.061,0.0
14642,52,1,43,12764.6,13354.46,241,6.0,0.332,82,24,TOTAL,0.083,0.0
14643,52,1,44,12947.69,19248.29,267,4.0,0.326,82,24,TOTAL,0.082,0.0
14644,52,1,45,13304.97,12377.78,233,1.5,0.258,82,24,TOTAL,0.073,0.0
14645,52,1,46,11209.73,11387.86,311,5.0,0.299,82,24,TOTAL,0.051,0.0
14646,52,1,47,12490.55,12758.58,258,3.0,0.287,82,24,TOTAL,0.066,0.0
14647,52,1,48,12903.94,12415.02,192,6.0,0.292,82,24,TOTAL,0.068,0.0
14648,52,1,49,12128.07,10670.92,226,1.5,0.274,82,24,TOTAL,0.035,0.0
14649,52,1,50,12062.11,11724.61,212,4.0,0.288,82,24,TOTAL,0.071,0.0
14650,52,1,51,13776.67,13441.47,256,6.0,0.258,82,24,TOTAL,0.078,0.0
14651,52,1,52,13161.35,16611.08,238,5.0,0.311,82,24,TOTAL,0.055,0.0
14652,52,1,53,13346.03,12216.1,232,7.0,0.25,82,24,TOTAL,0.069,0.0
14653,52,1,54,14498.65,14785.99,246,1.5,0.24,82,24,TOTAL,0.061,0.0
14654,52,1,55,13034.65,12637.06,185,1.5,0.286,82,24,TOTAL,0.065,0.0
14655,52,1,56,14586.35,15408.41,222,6.0,0.234,82,24,TOTAL,0.081,0.0
14656,52,1,57,12187.72,11662.18,244,4.0,0.279,82,24,TOTAL,0.041,0.0
14657,52,1,58,12344.6,12988.04,247,9.0,0.283,82,24,TOTAL,0.069,0.0
14658,52,1,59,13109.45,13884.67,237,5.0,0.278,82,24,TOTAL,0.089,0.0
14659,52,1,60,11616.98,11302.96,177,1.5,0.277,82,24,TOTAL,0.045,0.0
14660,52,1,61,12855.7,12601.37,239,6.0,0.251,82,24,TOTAL,0.071,0.0
14661,52,1,62,13614.33,12328.15,262,4.0,0.21,82,24,TOTAL,0.057,0.0
14662,52,1,63,12889.55,13199.88,251,9.0,0.255,82,24,TOTAL,0.06,0.0
14663,52,1,64,14529.84,16852.91,243,3.0,0.259,82,24,TOTAL,0.091,0.0
14664,52,1,65,13640.63,16032.58,270,3.0,0.293,82,24,TOTAL,0.078,0.0
14665,52,1,66,10946.44,11968.28,205,7.0,0.332,82,24,TOTAL,0.044,0.0
14666,52,1,67,13416.98,13216.3,289,3.0,0.26,82,24,TOTAL,0.073,0.0
14667,52,1,68,12559.11,13234.18,237,1.5,0.291,82,24,TOTAL,0.068,0.0
14668,52,1,69,12351.78,11854.58,231,3.0,0.312,82,24,TOTAL,0.052,0.0
14669,52,1,70,11678.34,11284.87,242,3.0,0.26,82,24,TOTAL,0.062,0.0
14670,52,1,71,14008.98,15174.84,245,4.0,0.208,82,24,TOTAL,0.078,0.0
14671,52,1,72,11557.47,11791.14,235,4.0,0.302,82,24,TOTAL,0.055,0.0
14672,52,1,73,11568.54,11849.16,250,9.0,0.288,82,24,TOTAL,0.052,0.0
14673,52,1,1,13177.31,12113.47,251,7.0,0.255,83,26,TOTAL,0.048,0.0
14674,52,1,2,14211.62,17102.92,229,6.0,0.284,83,26,TOTAL,0.074,0.0
14675,52,1,3,15028.22,14778.32,241,0.0,0.237,83,26,TOTAL,0.091,0.0
14676,52,1,4,13830.23,12830.78,235,5.0,0.247,83,26,TOTAL,0.038,0.0
14677,52,1,5,13523.69,12644.02,213,4.0,0.272,83,26,TOTAL,0.052,0.0
14678,52,1,6,13713.25,16059.05,210,6.0,0.3,83,26,TOTAL,0.052,0.0
14679,52,1,7,13727.68,15243.35,261,5.0,0.307,83,26,TOTAL,0.061,0.0
14680,52,1,8,13505.06,13850.06,249,4.0,0.317,83,26,TOTAL,0.052,0.0
14681,52,1,9,12904.53,12323.46,234,5.0,0.265,83,26,TOTAL,0.047,0.0
14682,52,1,10,13492.66,13148.9,236,1.5,0.263,83,26,TOTAL,0.076,0.0
14683,52,1,11,13027.12,12140.78,235,3.0,0.268,83,26,TOTAL,0.06,0.0
14684,52,1,12,14322.96,12573.43,232,8.0,0.198,83,26,TOTAL,0.052,0.0
14685,52,1,13,12773.38,12942.73,241,6.0,0.311,83,26,TOTAL,0.054,0.0
14686,52,1,14,12771.14,12942.24,251,3.0,0.283,83,26,TOTAL,0.048,0.0
14687,52,1,15,13381.84,13154.21,231,3.0,0.242,83,26,TOTAL,0.048,0.0
14688,52,1,16,12677.18,12917.44,244,3.0,0.287,83,26,TOTAL,0.057,0.0
14689,52,1,17,14814.15,14406.51,258,8.0,0.225,83,26,TOTAL,0.058,0.0
14690,52,1,18,13902.62,13033.13,251,3.0,0.251,83,26,TOTAL,0.06,0.0
14691,52,1,19,12750.55,13046.32,243,7.0,0.292,83,26,TOTAL,0.033,0.0
14692,52,1,20,14554.0,20076.91,243,5.0,0.251,83,26,TOTAL,0.045,0.0
14693,52,1,21,13155.51,13665.79,215,3.0,0.288,83,26,TOTAL,0.07,0.0
14694,52,1,22,13553.65,12121.25,208,4.0,0.236,83,26,TOTAL,0.053,0.0
14695,52,1,23,13607.44,13310.12,239,5.0,0.301,83,26,TOTAL,0.067,0.0
14696,52,1,24,13557.66,13111.45,220,7.0,0.305,83,26,TOTAL,0.05,0.0
14697,52,1,25,12585.97,12961.1,243,1.5,0.309,83,26,TOTAL,0.066,0.0
14698,52,1,26,14839.34,15976.92,247,1.5,0.227,83,26,TOTAL,0.053,0.0
14699,52,1,27,14256.19,13678.21,253,3.0,0.277,83,26,TOTAL,0.071,0.0
14700,52,1,28,13821.08,12954.96,238,3.0,0.273,83,26,TOTAL,0.05,0.0
14701,52,1,29,13406.26,12953.62,276,4.0,0.257,83,26,TOTAL,0.043,0.0
14702,52,1,30,13336.78,13651.17,274,5.0,0.285,83,26,TOTAL,0.055,0.0
14703,52,1,31,13957.07,15190.76,241,3.0,0.253,83,26,TOTAL,0.075,0.0
14704,52,1,32,12592.54,12506.68,229,3.0,0.288,83,26,TOTAL,0.026,0.0
14705,52,1,33,13622.26,13529.68,215,1.5,0.279,83,26,TOTAL,0.042,0.0
14706,52,1,34,13874.56,14620.0,258,5.0,0.267,83,26,TOTAL,0.066,0.0
14707,52,1,35,15945.82,31062.74,208,5.0,0.279,83,26,TOTAL,0.067,0.0
14708,52,1,36,13603.67,13549.7,242,4.0,0.273,83,26,TOTAL,0.066,0.0
14709,52,1,37,13681.19,12738.0,206,4.0,0.282,83,26,TOTAL,0.058,0.0
14710,52,1,38,13704.11,13893.03,236,5.0,0.322,83,26,TOTAL,0.068,0.0
14711,52,1,39,13678.08,15727.91,225,10.0,0.307,83,26,TOTAL,0.067,0.0
14712,52,1,40,14699.98,13673.52,243,5.0,0.222,83,26,TOTAL,0.066,0.0
14713,52,1,41,13811.98,15839.64,234,5.0,0.316,83,26,TOTAL,0.068,0.0
14714,52,1,42,14054.11,14489.47,246,4.0,0.301,83,26,TOTAL,0.041,0.0
14715,52,1,43,14758.27,14730.82,241,6.0,0.299,83,26,TOTAL,0.066,0.0
14716,52,1,44,14124.83,19194.89,267,4.0,0.292,83,26,TOTAL,0.067,0.0
14717,52,1,45,14830.48,13711.31,233,1.5,0.24,83,26,TOTAL,0.056,0.0
14718,52,1,46,12564.67,14003.86,311,5.0,0.302,83,26,TOTAL,0.042,0.0
14719,52,1,47,14753.08,17047.47,258,3.0,0.283,83,26,TOTAL,0.074,0.0
14720,52,1,48,25128.84,145733.6,192,6.0,0.255,83,26,TOTAL,0.073,0.0
14721,52,1,49,12869.77,11410.32,226,1.5,0.235,83,26,TOTAL,0.027,0.0
14722,52,1,50,14015.34,12844.49,212,4.0,0.222,83,26,TOTAL,0.061,0.0
14723,52,1,51,15181.99,14781.47,256,6.0,0.258,83,26,TOTAL,0.07,0.0
14724,52,1,52,14882.53,23176.99,237,6.0,0.283,83,26,TOTAL,0.051,0.0
14725,52,1,53,14725.56,13659.62,232,7.0,0.241,83,26,TOTAL,0.073,0.0
14726,52,1,54,16659.35,16029.57,246,1.5,0.228,83,26,TOTAL,0.085,0.0
14727,52,1,55,14032.92,13648.73,185,1.5,0.27,83,26,TOTAL,0.065,0.0
14728,52,1,56,16014.97,17109.87,222,6.0,0.252,83,26,TOTAL,0.072,0.0
14729,52,1,57,13764.47,13005.15,244,4.0,0.275,83,26,TOTAL,0.057,0.0
14730,52,1,58,13889.81,17574.97,247,9.0,0.291,83,26,TOTAL,0.073,0.0
14731,52,1,59,13811.77,15301.04,235,7.0,0.255,83,26,TOTAL,0.064,0.0
14732,52,1,60,12566.59,13878.36,177,1.5,0.266,83,26,TOTAL,0.056,0.0
14733,52,1,61,13640.66,12650.75,239,6.0,0.243,83,26,TOTAL,0.054,0.0
14734,52,1,62,14732.9,14114.56,262,4.0,0.248,83,26,TOTAL,0.05,0.0
14735,52,1,63,14092.71,15457.15,251,9.0,0.239,83,26,TOTAL,0.056,0.0
14736,52,1,64,16038.4,20717.26,242,4.0,0.269,83,26,TOTAL,0.07,0.0
14737,52,1,65,15507.9,17189.39,270,3.0,0.281,83,26,TOTAL,0.07,0.0
14738,52,1,66,12180.76,13697.84,204,8.0,0.338,83,26,TOTAL,0.049,0.0
14739,52,1,67,14470.02,13559.95,289,3.0,0.228,83,26,TOTAL,0.069,0.0
14740,52,1,68,13887.15,13897.41,237,1.5,0.27,83,26,TOTAL,0.076,0.0
14741,52,1,69,13637.08,15903.44,230,4.0,0.278,83,26,TOTAL,0.052,0.0
14742,52,1,70,12373.18,12254.02,242,3.0,0.298,83,26,TOTAL,0.045,0.0
14743,52,1,71,14922.26,16779.55,243,6.0,0.202,83,26,TOTAL,0.062,0.0
14744,52,1,72,12914.44,12914.42,234,5.0,0.282,83,26,TOTAL,0.06,0.004
14745,52,1,73,12594.14,13397.89,250,9.0,0.304,83,26,TOTAL,0.06,0.0
14746,52,1,1,15185.55,13910.59,251,7.0,0.255,84,28,TOTAL,0.068,0.0
14747,52,1,2,15575.03,18539.71,229,6.0,0.293,84,28,TOTAL,0.052,0.0
14748,52,1,3,15841.24,14667.59,241,0.0,0.257,84,28,TOTAL,0.083,0.0
14749,52,1,4,14756.47,13381.87,235,5.0,0.255,84,28,TOTAL,0.043,0.0
14750,52,1,5,14987.12,14600.75,213,4.0,0.249,84,28,TOTAL,0.061,0.0
14751,52,1,6,14420.73,18311.92,209,7.0,0.335,84,28,TOTAL,0.053,0.0
14752,52,1,7,15006.2,17764.18,261,5.0,0.284,84,28,TOTAL,0.069,0.0
14753,52,1,8,14360.03,14361.88,249,4.0,0.329,84,28,TOTAL,0.06,0.0
14754,52,1,9,13333.73,13275.85,234,5.0,0.299,84,28,TOTAL,0.051,0.0
14755,52,1,10,14862.45,14479.25,236,1.5,0.263,84,28,TOTAL,0.076,0.0
14756,52,1,11,14071.21,13055.39,234,4.0,0.291,84,28,TOTAL,0.051,0.0
14757,52,1,12,15370.36,14565.77,232,8.0,0.216,84,28,TOTAL,0.047,0.0
14758,52,1,13,14015.11,14556.12,240,7.0,0.308,84,28,TOTAL,0.063,0.0
14759,52,1,14,14078.12,15383.77,251,3.0,0.323,84,28,TOTAL,0.052,0.0
14760,52,1,15,16178.22,17498.29,231,3.0,0.221,84,28,TOTAL,0.069,0.004
14761,52,1,16,13365.58,13513.25,244,3.0,0.299,84,28,TOTAL,0.049,0.0
14762,52,1,17,16530.25,16592.96,258,8.0,0.221,84,28,TOTAL,0.062,0.0
14763,52,1,18,15987.4,14638.75,250,4.0,0.228,84,28,TOTAL,0.064,0.0
14764,52,1,19,14868.72,17279.74,243,7.0,0.296,84,28,TOTAL,0.053,0.0
14765,52,1,20,14551.61,13500.0,243,5.0,0.284,84,28,TOTAL,0.049,0.0
14766,52,1,21,15022.82,15345.99,215,3.0,0.237,84,28,TOTAL,0.06,0.0
14767,52,1,22,14298.73,12994.57,208,4.0,0.274,84,28,TOTAL,0.058,0.0
14768,52,1,23,14800.39,15025.28,239,5.0,0.28,84,28,TOTAL,0.075,0.0
14769,52,1,24,15165.32,15111.98,219,8.0,0.274,84,28,TOTAL,0.078,0.0
14770,52,1,25,14664.92,14287.29,242,1.5,0.281,84,28,TOTAL,0.062,0.0
14771,52,1,26,15315.58,17074.97,247,1.5,0.259,84,28,TOTAL,0.061,0.0
14772,52,1,27,15887.89,16511.41,253,3.0,0.277,84,28,TOTAL,0.079,0.0
14773,52,1,28,15083.2,14531.22,237,4.0,0.291,84,28,TOTAL,0.072,0.004
14774,52,1,29,14221.88,14728.01,275,5.0,0.269,84,28,TOTAL,0.069,0.0
14775,52,1,30,14846.64,15618.77,274,5.0,0.292,84,28,TOTAL,0.073,0.0
14776,52,1,31,15855.71,19918.67,241,3.0,0.295,84,28,TOTAL,0.058,0.0
14777,52,1,32,14118.45,14932.67,228,4.0,0.32,84,28,TOTAL,0.053,0.0
14778,52,1,33,14549.46,14998.0,215,1.5,0.279,84,28,TOTAL,0.042,0.0
14779,52,1,34,15691.25,15911.94,258,5.0,0.264,84,28,TOTAL,0.093,0.0
14780,52,1,35,16789.05,32034.62,208,5.0,0.264,84,28,TOTAL,0.058,0.0
14781,52,1,36,14099.1,13570.5,242,4.0,0.298,84,28,TOTAL,0.062,0.0
14782,52,1,37,14868.83,14234.65,206,4.0,0.262,84,28,TOTAL,0.087,0.0
14783,52,1,38,16724.05,17639.95,236,5.0,0.258,84,28,TOTAL,0.089,0.0
14784,52,1,39,15912.81,17708.23,225,10.0,0.32,84,28,TOTAL,0.084,0.0
14785,52,1,40,16121.21,15070.85,243,5.0,0.235,84,28,TOTAL,0.078,0.0
14786,52,1,41,16348.07,19080.84,234,5.0,0.286,84,28,TOTAL,0.094,0.0
14787,52,1,42,16286.27,16409.65,246,4.0,0.276,84,28,TOTAL,0.077,0.0
14788,52,1,43,15372.84,15512.59,239,8.0,0.318,84,28,TOTAL,0.079,0.0
14789,52,1,44,16056.4,24128.95,266,5.0,0.293,84,28,TOTAL,0.086,0.0
